origin_zone,destination_zone,volume_break,tariff,price,extra_liter_price
2,3,1 до 3,2-3-1 до 3,177,0
2,3,3 до 5,2-3-3 до 5,206,0
2,3,5 до 10,2-3-5 до 10,239,0
2,3,10 до 15,2-3-10 до 15,276,0
2,3,15 до 20,2-3-15 до 20,306,0
2,3,20 до 30,2-3-20 до 30,368,0
2,3,30 до 50,2-3-30 до 50,552,0
2,3,50 до 80,2-3-50 до 80,888,0
2,3,80 до 100,2-3-80 до 100,1101,0
2,3,100 до 120,2-3-100 до 120,1257,0
2,3,от 120,2-3-от 120,1257,9
3,3,0 до 1,3-3-0 до 1,94,0
3,3,1 до 3,3-3-1 до 3,117,0
3,3,3 до 5,3-3-3 до 5,132,0
3,3,5 до 10,3-3-5 до 10,153,0
3,3,10 до 15,3-3-10 до 15,173,0
3,3,15 до 20,3-3-15 до 20,192,0
3,3,20 до 30,3-3-20 до 30,228,0
3,3,30 до 50,3-3-30 до 50,368,0
3,3,50 до 80,3-3-50 до 80,592,0
3,3,80 до 100,3-3-80 до 100,734,0
3,3,100 до 120,3-3-100 до 120,838,0
3,3,от 120,3-3-от 120,838,6
4,3,0 до 1,4-3-0 до 1,150,0
4,3,1 до 3,4-3-1 до 3,187,0
4,3,3 до 5,4-3-3 до 5,229,0
4,3,5 до 10,4-3-5 до 10,266,0
4,3,10 до 15,4-3-10 до 15,311,0
4,3,15 до 20,4-3-15 до 20,368,0
4,3,20 до 30,4-3-20 до 30,423,0
4,3,30 до 50,4-3-30 до 50,713,0
4,3,50 до 80,4-3-50 до 80,1214,0
4,3,80 до 100,4-3-80 до 100,1508,0
4,3,100 до 120,4-3-100 до 120,1736,0
4,3,от 120,4-3-от 120,1736,12
5,3,0 до 1,5-3-0 до 1,141,0
5,3,1 до 3,5-3-1 до 3,176,0
5,3,3 до 5,5-3-3 до 5,203,0
5,3,5 до 10,5-3-5 до 10,239,0
5,3,10 до 15,5-3-10 до 15,276,0
5,3,15 до 20,5-3-15 до 20,306,0
5,3,20 до 30,5-3-20 до 30,368,0
5,3,30 до 50,5-3-30 до 50,551,0
5,3,50 до 80,5-3-50 до 80,885,0
5,3,80 до 100,5-3-80 до 100,1098,0
5,3,100 до 120,5-3-100 до 120,1253,0
5,3,от 120,5-3-от 120,1253,9
6,3,0 до 1,6-3-0 до 1,168,0
6,3,1 до 3,6-3-1 до 3,193,0
6,3,3 до 5,6-3-3 до 5,236,0
6,3,5 до 10,6-3-5 до 10,282,0
6,3,10 до 15,6-3-10 до 15,342,0
6,3,15 до 20,6-3-15 до 20,413,0
6,3,20 до 30,6-3-20 до 30,494,0
6,3,30 до 50,6-3-30 до 50,713,0
6,3,50 до 80,6-3-50 до 80,1214,0
6,3,80 до 100,6-3-80 до 100,1508,0
6,3,100 до 120,6-3-100 до 120,1736,0
6,3,от 120,6-3-от 120,1736,12
7,3,0 до 1,7-3-0 до 1,168,0
7,3,1 до 3,7-3-1 до 3,193,0
7,3,3 до 5,7-3-3 до 5,236,0
7,3,5 до 10,7-3-5 до 10,282,0
7,3,10 до 15,7-3-10 до 15,342,0
7,3,15 до 20,7-3-15 до 20,413,0
7,3,20 до 30,7-3-20 до 30,494,0
7,3,30 до 50,7-3-30 до 50,713,0
7,3,50 до 80,7-3-50 до 80,1214,0
7,3,80 до 100,7-3-80 до 100,1508,0
7,3,100 до 120,7-3-100 до 120,1736,0
7,3,от 120,7-3-от 120,1736,12
8,3,0 до 1,8-3-0 до 1,206,0
8,3,1 до 3,8-3-1 до 3,254,0
8,3,3 до 5,8-3-3 до 5,278,0
8,3,5 до 10,8-3-5 до 10,389,0
8,3,10 до 15,8-3-10 до 15,476,0
8,3,15 до 20,8-3-15 до 20,562,0
8,3,20 до 30,8-3-20 до 30,668,0
8,3,30 до 50,8-3-30 до 50,927,0
8,3,50 до 80,8-3-50 до 80,1677,0
8,3,80 до 100,8-3-80 до 100,2066,0
8,3,100 до 120,8-3-100 до 120,2351,0
8,3,от 120,8-3-от 120,2351,15
Москва и МО,4,0 до 1,Москва и МО-4-0 до 1,142,0
Москва и МО,4,1 до 3,Москва и МО-4-1 до 3,177,0
Москва и МО,4,3 до 5,Москва и МО-4-3 до 5,206,0
Москва и МО,4,5 до 10,Москва и МО-4-5 до 10,239,0
Москва и МО,4,10 до 15,Москва и МО-4-10 до 15,276,0
Москва и МО,4,15 до 20,Москва и МО-4-15 до 20,306,0
Москва и МО,4,20 до 30,Москва и МО-4-20 до 30,368,0
Москва и МО,4,30 до 50,Москва и МО-4-30 до 50,552,0
Москва и МО,4,50 до 80,Москва и МО-4-50 до 80,888,0
Москва и МО,4,80 до 100,Москва и МО-4-80 до 100,1101,0
Москва и МО,4,100 до 120,Москва и МО-4-100 до 120,1257,0
Москва и МО,4,от 120,Москва и МО-4-от 120,1257,9
СПБ и ЛО,4,0 до 1,СПБ и ЛО-4-0 до 1,142,0
СПБ и ЛО,4,1 до 3,СПБ и ЛО-4-1 до 3,177,0
СПБ и ЛО,4,3 до 5,СПБ и ЛО-4-3 до 5,206,0
СПБ и ЛО,4,5 до 10,СПБ и ЛО-4-5 до 10,239,0
СПБ и ЛО,4,10 до 15,СПБ и ЛО-4-10 до 15,276,0
СПБ и ЛО,4,15 до 20,СПБ и ЛО-4-15 до 20,306,0
СПБ и ЛО,4,20 до 30,СПБ и ЛО-4-20 до 30,368,0
СПБ и ЛО,4,30 до 50,СПБ и ЛО-4-30 до 50,552,0
СПБ и ЛО,4,50 до 80,СПБ и ЛО-4-50 до 80,888,0
СПБ и ЛО,4,80 до 100,СПБ и ЛО-4-80 до 100,1101,0
СПБ и ЛО,4,100 до 120,СПБ и ЛО-4-100 до 120,1257,0
СПБ и ЛО,4,от 120,СПБ и ЛО-4-от 120,1257,9
1,4,0 до 1,1-4-0 до 1,96,0
1,4,1 до 3,1-4-1 до 3,118,0
1,4,3 до 5,1-4-3 до 5,138,0
1,4,5 до 10,1-4-5 до 10,161,0
1,4,10 до 15,1-4-10 до 15,184,0
1,4,15 до 20,1-4-15 до 20,206,0
1,4,20 до 30,1-4-20 до 30,247,0
1,4,30 до 50,1-4-30 до 50,368,0
1,4,50 до 80,1-4-50 до 80,592,0
1,4,80 до 100,1-4-80 до 100,734,0
1,4,100 до 120,1-4-100 до 120,838,0
1,4,от 120,1-4-от 120,838,6
2,4,0 до 1,2-4-0 до 1,142,0
2,4,1 до 3,2-4-1 до 3,177,0
2,4,3 до 5,2-4-3 до 5,206,0
2,4,5 до 10,2-4-5 до 10,239,0
2,4,10 до 15,2-4-10 до 15,276,0
2,4,15 до 20,2-4-15 до 20,306,0
2,4,20 до 30,2-4-20 до 30,368,0
2,4,30 до 50,2-4-30 до 50,552,0
2,4,50 до 80,2-4-50 до 80,888,0
2,4,80 до 100,2-4-80 до 100,1101,0
2,4,100 до 120,2-4-100 до 120,1257,0
2,4,от 120,2-4-от 120,1257,9
3,4,0 до 1,3-4-0 до 1,150,0
3,4,1 до 3,3-4-1 до 3,187,0
3,4,3 до 5,3-4-3 до 5,229,0
3,4,5 до 10,3-4-5 до 10,266,0
3,4,10 до 15,3-4-10 до 15,311,0
3,4,15 до 20,3-4-15 до 20,368,0
3,4,20 до 30,3-4-20 до 30,423,0
3,4,30 до 50,3-4-30 до 50,713,0
3,4,50 до 80,3-4-50 до 80,1214,0
3,4,80 до 100,3-4-80 до 100,1508,0
3,4,100 до 120,3-4-100 до 120,1736,0
3,4,от 120,3-4-от 120,1736,12
4,4,0 до 1,4-4-0 до 1,141,0
4,4,1 до 3,4-4-1 до 3,173,0
4,4,3 до 5,4-4-3 до 5,198,0
4,4,5 до 10,4-4-5 до 10,228,0
4,4,10 до 15,4-4-10 до 15,261,0
4,4,15 до 20,4-4-15 до 20,285,0
4,4,20 до 30,4-4-20 до 30,342,0
4,4,30 до 50,4-4-30 до 50,552,0
4,4,50 до 80,4-4-50 до 80,888,0
4,4,80 до 100,4-4-80 до 100,1101,0
4,4,100 до 120,4-4-100 до 120,1257,0
4,4,от 120,4-4-от 120,1257,9
5,4,0 до 1,5-4-0 до 1,149,0
5,4,1 до 3,5-4-1 до 3,187,0
5,4,3 до 5,5-4-3 до 5,229,0
5,4,5 до 10,5-4-5 до 10,263,0
5,4,10 до 15,5-4-10 до 15,311,0
5,4,15 до 20,5-4-15 до 20,368,0
5,4,20 до 30,5-4-20 до 30,423,0
5,4,30 до 50,5-4-30 до 50,712,0
5,4,50 до 80,5-4-50 до 80,1213,0
5,4,80 до 100,5-4-80 до 100,1506,0
5,4,100 до 120,5-4-100 до 120,1732,0
5,4,от 120,5-4-от 120,1732,12
6,4,0 до 1,6-4-0 до 1,168,0
6,4,1 до 3,6-4-1 до 3,193,0
6,4,3 до 5,6-4-3 до 5,236,0
6,4,5 до 10,6-4-5 до 10,282,0
6,4,10 до 15,6-4-10 до 15,342,0
6,4,15 до 20,6-4-15 до 20,413,0
6,4,20 до 30,6-4-20 до 30,494,0
6,4,30 до 50,6-4-30 до 50,713,0
6,4,50 до 80,6-4-50 до 80,1214,0
6,4,80 до 100,6-4-80 до 100,1508,0
6,4,100 до 120,6-4-100 до 120,1736,0
6,4,от 120,6-4-от 120,1736,12
7,4,0 до 1,7-4-0 до 1,191,0
7,4,1 до 3,7-4-1 до 3,232,0
7,4,3 до 5,7-4-3 до 5,261,0
7,4,5 до 10,7-4-5 до 10,315,0
7,4,10 до 15,7-4-10 до 15,382,0
7,4,15 до 20,7-4-15 до 20,462,0
7,4,20 до 30,7-4-20 до 30,559,0
7,4,30 до 50,7-4-30 до 50,713,0
7,4,50 до 80,7-4-50 до 80,1214,0
7,4,80 до 100,7-4-80 до 100,1508,0
7,4,100 до 120,7-4-100 до 120,1736,0
7,4,от 120,7-4-от 120,1736,12
8,4,0 до 1,8-4-0 до 1,206,0
8,4,1 до 3,8-4-1 до 3,254,0
8,4,3 до 5,8-4-3 до 5,278,0
8,4,5 до 10,8-4-5 до 10,389,0
8,4,10 до 15,8-4-10 до 15,476,0
8,4,15 до 20,8-4-15 до 20,562,0
8,4,20 до 30,8-4-20 до 30,668,0
8,4,30 до 50,8-4-30 до 50,927,0
8,4,50 до 80,8-4-50 до 80,1677,0
8,4,80 до 100,8-4-80 до 100,2066,0
8,4,100 до 120,8-4-100 до 120,2351,0
8,4,от 120,8-4-от 120,2351,15
Москва и МО,5,0 до 1,Москва и МО-5-0 до 1,143,0
Москва и МО,5,1 до 3,Москва и МО-5-1 до 3,179,0
Москва и МО,5,3 до 5,Москва и МО-5-3 до 5,218,0
Москва и МО,5,5 до 10,Москва и МО-5-5 до 10,258,0
Москва и МО,5,10 до 15,Москва и МО-5-10 до 15,298,0
Москва и МО,5,15 до 20,Москва и МО-5-15 до 20,333,0
Москва и МО,5,20 до 30,Москва и МО-5-20 до 30,404,0
Москва и МО,5,30 до 50,Москва и МО-5-30 до 50,552,0
Москва и МО,5,50 до 80,Москва и МО-5-50 до 80,888,0
Москва и МО,5,80 до 100,Москва и МО-5-80 до 100,1101,0
Москва и МО,5,100 до 120,Москва и МО-5-100 до 120,1257,0
Москва и МО,5,от 120,Москва и МО-5-от 120,1257,9
СПБ и ЛО,5,0 до 1,СПБ и ЛО-5-0 до 1,143,0
СПБ и ЛО,5,1 до 3,СПБ и ЛО-5-1 до 3,179,0
СПБ и ЛО,5,3 до 5,СПБ и ЛО-5-3 до 5,218,0
СПБ и ЛО,5,5 до 10,СПБ и ЛО-5-5 до 10,258,0
СПБ и ЛО,5,10 до 15,СПБ и ЛО-5-10 до 15,298,0
СПБ и ЛО,5,15 до 20,СПБ и ЛО-5-15 до 20,333,0
СПБ и ЛО,5,20 до 30,СПБ и ЛО-5-20 до 30,404,0
СПБ и ЛО,5,30 до 50,СПБ и ЛО-5-30 до 50,552,0
СПБ и ЛО,5,50 до 80,СПБ и ЛО-5-50 до 80,888,0
СПБ и ЛО,5,80 до 100,СПБ и ЛО-5-80 до 100,1101,0
СПБ и ЛО,5,100 до 120,СПБ и ЛО-5-100 до 120,1257,0
СПБ и ЛО,5,от 120,СПБ и ЛО-5-от 120,1257,9
1,5,0 до 1,1-5-0 до 1,143,0
1,5,1 до 3,1-5-1 до 3,179,0
1,5,3 до 5,1-5-3 до 5,218,0
1,5,5 до 10,1-5-5 до 10,258,0
1,5,10 до 15,1-5-10 до 15,298,0
1,5,15 до 20,1-5-15 до 20,333,0
1,5,20 до 30,1-5-20 до 30,404,0
1,5,30 до 50,1-5-30 до 50,552,0
1,5,50 до 80,1-5-50 до 80,888,0
1,5,80 до 100,1-5-80 до 100,1101,0
1,5,100 до 120,1-5-100 до 120,1257,0
1,5,от 120,1-5-от 120,1257,9
2,5,0 до 1,2-5-0 до 1,143,0
2,5,1 до 3,2-5-1 до 3,179,0
2,5,3 до 5,2-5-3 до 5,218,0
2,5,5 до 10,2-5-5 до 10,258,0
2,5,10 до 15,2-5-10 до 15,298,0
2,5,15 до 20,2-5-15 до 20,333,0
2,5,20 до 30,2-5-20 до 30,404,0
2,5,30 до 50,2-5-30 до 50,552,0
2,5,50 до 80,2-5-50 до 80,888,0
2,5,80 до 100,2-5-80 до 100,1101,0
2,5,100 до 120,2-5-100 до 120,1257,0
2,5,от 120,2-5-от 120,1257,9
3,5,0 до 1,3-5-0 до 1,142,0
3,5,1 до 3,3-5-1 до 3,177,0
3,5,3 до 5,3-5-3 до 5,206,0
3,5,5 до 10,3-5-5 до 10,239,0
3,5,10 до 15,3-5-10 до 15,276,0
3,5,15 до 20,3-5-15 до 20,306,0
3,5,20 до 30,3-5-20 до 30,368,0
3,5,30 до 50,3-5-30 до 50,552,0
3,5,50 до 80,3-5-50 до 80,888,0
3,5,80 до 100,3-5-80 до 100,1101,0
3,5,100 до 120,3-5-100 до 120,1257,0
3,5,от 120,3-5-от 120,1257,9
4,5,0 до 1,4-5-0 до 1,150,0
4,5,1 до 3,4-5-1 до 3,187,0
4,5,3 до 5,4-5-3 до 5,229,0
4,5,5 до 10,4-5-5 до 10,266,0
4,5,10 до 15,4-5-10 до 15,311,0
4,5,15 до 20,4-5-15 до 20,368,0
4,5,20 до 30,4-5-20 до 30,423,0
4,5,30 до 50,4-5-30 до 50,713,0
4,5,50 до 80,4-5-50 до 80,1214,0
4,5,80 до 100,4-5-80 до 100,1508,0
4,5,100 до 120,4-5-100 до 120,1736,0
4,5,от 120,4-5-от 120,1736,12
5,5,0 до 1,5-5-0 до 1,139,0
5,5,1 до 3,5-5-1 до 3,172,0
5,5,3 до 5,5-5-3 до 5,195,0
5,5,5 до 10,5-5-5 до 10,228,0
5,5,10 до 15,5-5-10 до 15,259,0
5,5,15 до 20,5-5-15 до 20,284,0
5,5,20 до 30,5-5-20 до 30,341,0
5,5,30 до 50,5-5-30 до 50,551,0
5,5,50 до 80,5-5-50 до 80,885,0
5,5,80 до 100,5-5-80 до 100,1098,0
5,5,100 до 120,5-5-100 до 120,1253,0
5,5,от 120,5-5-от 120,1253,9
6,5,0 до 1,6-5-0 до 1,150,0
6,5,1 до 3,6-5-1 до 3,187,0
6,5,3 до 5,6-5-3 до 5,229,0
6,5,5 до 10,6-5-5 до 10,266,0
6,5,10 до 15,6-5-10 до 15,311,0
6,5,15 до 20,6-5-15 до 20,368,0
6,5,20 до 30,6-5-20 до 30,423,0
6,5,30 до 50,6-5-30 до 50,713,0
6,5,50 до 80,6-5-50 до 80,1214,0
6,5,80 до 100,6-5-80 до 100,1508,0
6,5,100 до 120,6-5-100 до 120,1736,0
6,5,от 120,6-5-от 120,1736,12
7,5,0 до 1,7-5-0 до 1,112,0
7,5,1 до 3,7-5-1 до 3,131,0
7,5,3 до 5,7-5-3 до 5,157,0
7,5,5 до 10,7-5-5 до 10,188,0
7,5,10 до 15,7-5-10 до 15,228,0
7,5,15 до 20,7-5-15 до 20,276,0
7,5,20 до 30,7-5-20 до 30,329,0
7,5,30 до 50,7-5-30 до 50,477,0
7,5,50 до 80,7-5-50 до 80,810,0
7,5,80 до 100,7-5-80 до 100,1005,0
7,5,100 до 120,7-5-100 до 120,1158,0
7,5,от 120,7-5-от 120,1158,9
8,5,0 до 1,8-5-0 до 1,206,0
8,5,1 до 3,8-5-1 до 3,254,0
8,5,3 до 5,8-5-3 до 5,278,0
8,5,5 до 10,8-5-5 до 10,389,0
8,5,10 до 15,8-5-10 до 15,476,0
8,5,15 до 20,8-5-15 до 20,562,0
8,5,20 до 30,8-5-20 до 30,668,0
8,5,30 до 50,8-5-30 до 50,927,0
8,5,50 до 80,8-5-50 до 80,1677,0
8,5,80 до 100,8-5-80 до 100,2066,0
8,5,100 до 120,8-5-100 до 120,2351,0
8,5,от 120,8-5-от 120,2351,15
Москва и МО,6,0 до 1,Москва и МО-6-0 до 1,150,0
Москва и МО,6,1 до 3,Москва и МО-6-1 до 3,187,0
Москва и МО,6,3 до 5,Москва и МО-6-3 до 5,229,0
Москва и МО,6,5 до 10,Москва и МО-6-5 до 10,266,0
Москва и МО,6,10 до 15,Москва и МО-6-10 до 15,311,0
Москва и МО,6,15 до 20,Москва и МО-6-15 до 20,368,0
Москва и МО,6,20 до 30,Москва и МО-6-20 до 30,423,0
Москва и МО,6,30 до 50,Москва и МО-6-30 до 50,713,0
Москва и МО,6,50 до 80,Москва и МО-6-50 до 80,1106,0
Москва и МО,6,80 до 100,Москва и МО-6-80 до 100,1369,0
Москва и МО,6,100 до 120,Москва и МО-6-100 до 120,1574,0
Москва и МО,6,от 120,Москва и МО-6-от 120,1574,12
СПБ и ЛО,6,0 до 1,СПБ и ЛО-6-0 до 1,150,0
СПБ и ЛО,6,1 до 3,СПБ и ЛО-6-1 до 3,187,0
СПБ и ЛО,6,3 до 5,СПБ и ЛО-6-3 до 5,229,0
СПБ и ЛО,6,5 до 10,СПБ и ЛО-6-5 до 10,266,0
СПБ и ЛО,6,10 до 15,СПБ и ЛО-6-10 до 15,311,0
СПБ и ЛО,6,15 до 20,СПБ и ЛО-6-15 до 20,368,0
СПБ и ЛО,6,20 до 30,СПБ и ЛО-6-20 до 30,423,0
СПБ и ЛО,6,30 до 50,СПБ и ЛО-6-30 до 50,713,0
СПБ и ЛО,6,50 до 80,СПБ и ЛО-6-50 до 80,1106,0
СПБ и ЛО,6,80 до 100,СПБ и ЛО-6-80 до 100,1369,0
СПБ и ЛО,6,100 до 120,СПБ и ЛО-6-100 до 120,1574,0
СПБ и ЛО,6,от 120,СПБ и ЛО-6-от 120,1574,12
1,6,0 до 1,1-6-0 до 1,150,0
1,6,1 до 3,1-6-1 до 3,187,0
1,6,3 до 5,1-6-3 до 5,229,0
1,6,5 до 10,1-6-5 до 10,266,0
1,6,10 до 15,1-6-10 до 15,311,0
1,6,15 до 20,1-6-15 до 20,368,0
1,6,20 до 30,1-6-20 до 30,423,0
1,6,30 до 50,1-6-30 до 50,713,0
1,6,50 до 80,1-6-50 до 80,1214,0
1,6,80 до 100,1-6-80 до 100,1508,0
1,6,100 до 120,1-6-100 до 120,1736,0
1,6,от 120,1-6-от 120,1736,12
2,6,0 до 1,2-6-0 до 1,143,0
2,6,1 до 3,2-6-1 до 3,179,0
2,6,3 до 5,2-6-3 до 5,218,0
2,6,5 до 10,2-6-5 до 10,258,0
2,6,10 до 15,2-6-10 до 15,298,0
2,6,15 до 20,2-6-15 до 20,333,0
2,6,20 до 30,2-6-20 до 30,404,0
2,6,30 до 50,2-6-30 до 50,552,0
2,6,50 до 80,2-6-50 до 80,888,0
2,6,80 до 100,2-6-80 до 100,1101,0
2,6,100 до 120,2-6-100 до 120,1257,0
2,6,от 120,2-6-от 120,1257,9
3,6,0 до 1,3-6-0 до 1,168,0
3,6,1 до 3,3-6-1 до 3,193,0
3,6,3 до 5,3-6-3 до 5,236,0
3,6,5 до 10,3-6-5 до 10,282,0
3,6,10 до 15,3-6-10 до 15,342,0
3,6,15 до 20,3-6-15 до 20,413,0
3,6,20 до 30,3-6-20 до 30,494,0
3,6,30 до 50,3-6-30 до 50,713,0
3,6,50 до 80,3-6-50 до 80,1214,0
3,6,80 до 100,3-6-80 до 100,1508,0
3,6,100 до 120,3-6-100 до 120,1736,0
3,6,от 120,3-6-от 120,1736,12
4,6,0 до 1,4-6-0 до 1,168,0
4,6,1 до 3,4-6-1 до 3,193,0
4,6,3 до 5,4-6-3 до 5,236,0
4,6,5 до 10,4-6-5 до 10,282,0
4,6,10 до 15,4-6-10 до 15,342,0
4,6,15 до 20,4-6-15 до 20,413,0
4,6,20 до 30,4-6-20 до 30,494,0
4,6,30 до 50,4-6-30 до 50,713,0
4,6,50 до 80,4-6-50 до 80,1214,0
4,6,80 до 100,4-6-80 до 100,1508,0
4,6,100 до 120,4-6-100 до 120,1736,0
4,6,от 120,4-6-от 120,1736,12
5,6,0 до 1,5-6-0 до 1,149,0
5,6,1 до 3,5-6-1 до 3,187,0
5,6,3 до 5,5-6-3 до 5,229,0
5,6,5 до 10,5-6-5 до 10,263,0
5,6,10 до 15,5-6-10 до 15,311,0
5,6,15 до 20,5-6-15 до 20,368,0
5,6,20 до 30,5-6-20 до 30,423,0
5,6,30 до 50,5-6-30 до 50,712,0
5,6,50 до 80,5-6-50 до 80,1213,0
5,6,80 до 100,5-6-80 до 100,1506,0
5,6,100 до 120,5-6-100 до 120,1732,0
5,6,от 120,5-6-от 120,1732,12
6,6,0 до 1,6-6-0 до 1,141,0
6,6,1 до 3,6-6-1 до 3,173,0
6,6,3 до 5,6-6-3 до 5,198,0
6,6,5 до 10,6-6-5 до 10,228,0
6,6,10 до 15,6-6-10 до 15,261,0
6,6,15 до 20,6-6-15 до 20,285,0
6,6,20 до 30,6-6-20 до 30,342,0
6,6,30 до 50,6-6-30 до 50,552,0
6,6,50 до 80,6-6-50 до 80,888,0
6,6,80 до 100,6-6-80 до 100,1101,0
6,6,100 до 120,6-6-100 до 120,1257,0
6,6,от 120,6-6-от 120,1257,9
7,6,0 до 1,7-6-0 до 1,143,0
7,6,1 до 3,7-6-1 до 3,179,0
7,6,3 до 5,7-6-3 до 5,218,0
7,6,5 до 10,7-6-5 до 10,258,0
7,6,10 до 15,7-6-10 до 15,298,0
7,6,15 до 20,7-6-15 до 20,333,0
7,6,20 до 30,7-6-20 до 30,404,0
7,6,30 до 50,7-6-30 до 50,552,0
7,6,50 до 80,7-6-50 до 80,888,0
7,6,80 до 100,7-6-80 до 100,1101,0
7,6,100 до 120,7-6-100 до 120,1257,0
7,6,от 120,7-6-от 120,1257,9
8,6,0 до 1,8-6-0 до 1,143,0
8,6,1 до 3,8-6-1 до 3,179,0
8,6,3 до 5,8-6-3 до 5,218,0
8,6,5 до 10,8-6-5 до 10,258,0
8,6,10 до 15,8-6-10 до 15,298,0
8,6,15 до 20,8-6-15 до 20,330,0
8,6,20 до 30,8-6-20 до 30,404,0
8,6,30 до 50,8-6-30 до 50,551,0
8,6,50 до 80,8-6-50 до 80,885,0
8,6,80 до 100,8-6-80 до 100,1098,0
8,6,100 до 120,8-6-100 до 120,1253,0
8,6,от 120,8-6-от 120,1253,9
Москва и МО,7,0 до 1,Москва и МО-7-0 до 1,183,0
Москва и МО,7,1 до 3,Москва и МО-7-1 до 3,216,0
Москва и МО,7,3 до 5,Москва и МО-7-3 до 5,254,0
Москва и МО,7,5 до 10,Москва и МО-7-5 до 10,357,0
Москва и МО,7,10 до 15,Москва и МО-7-10 до 15,434,0
Москва и МО,7,15 до 20,Москва и МО-7-15 до 20,514,0
Москва и МО,7,20 до 30,Москва и МО-7-20 до 30,606,0
Москва и МО,7,30 до 50,Москва и МО-7-30 до 50,928,0
Москва и МО,7,50 до 80,Москва и МО-7-50 до 80,1401,0
Москва и МО,7,80 до 100,Москва и МО-7-80 до 100,1724,0
Москва и МО,7,100 до 120,Москва и МО-7-100 до 120,2047,0
Москва и МО,7,от 120,Москва и МО-7-от 120,2047,15
СПБ и ЛО,7,0 до 1,СПБ и ЛО-7-0 до 1,183,0
СПБ и ЛО,7,1 до 3,СПБ и ЛО-7-1 до 3,216,0
СПБ и ЛО,7,3 до 5,СПБ и ЛО-7-3 до 5,254,0
СПБ и ЛО,7,5 до 10,СПБ и ЛО-7-5 до 10,357,0
СПБ и ЛО,7,10 до 15,СПБ и ЛО-7-10 до 15,434,0
СПБ и ЛО,7,15 до 20,СПБ и ЛО-7-15 до 20,514,0
СПБ и ЛО,7,20 до 30,СПБ и ЛО-7-20 до 30,606,0
СПБ и ЛО,7,30 до 50,СПБ и ЛО-7-30 до 50,928,0
СПБ и ЛО,7,50 до 80,СПБ и ЛО-7-50 до 80,1401,0
СПБ и ЛО,7,80 до 100,СПБ и ЛО-7-80 до 100,1724,0
СПБ и ЛО,7,100 до 120,СПБ и ЛО-7-100 до 120,2047,0
СПБ и ЛО,7,от 120,СПБ и ЛО-7-от 120,2047,15
1,7,0 до 1,1-7-0 до 1,183,0
1,7,1 до 3,1-7-1 до 3,216,0
1,7,3 до 5,1-7-3 до 5,254,0
1,7,5 до 10,1-7-5 до 10,357,0
1,7,10 до 15,1-7-10 до 15,434,0
1,7,15 до 20,1-7-15 до 20,514,0
1,7,20 до 30,1-7-20 до 30,606,0
1,7,30 до 50,1-7-30 до 50,928,0
1,7,50 до 80,1-7-50 до 80,1680,0
1,7,80 до 100,1-7-80 до 100,2069,0
1,7,100 до 120,1-7-100 до 120,2354,0
1,7,от 120,1-7-от 120,2354,15
2,7,0 до 1,2-7-0 до 1,168,0
2,7,1 до 3,2-7-1 до 3,193,0
2,7,3 до 5,2-7-3 до 5,236,0
2,7,5 до 10,2-7-5 до 10,282,0
2,7,10 до 15,2-7-10 до 15,342,0
2,7,15 до 20,2-7-15 до 20,413,0
2,7,20 до 30,2-7-20 до 30,494,0
2,7,30 до 50,2-7-30 до 50,713,0
2,7,50 до 80,2-7-50 до 80,1214,0
2,7,80 до 100,2-7-80 до 100,1508,0
2,7,100 до 120,2-7-100 до 120,1736,0
2,7,от 120,2-7-от 120,1736,12
3,7,0 до 1,3-7-0 до 1,183,0
3,7,1 до 3,3-7-1 до 3,216,0
3,7,3 до 5,3-7-3 до 5,254,0
3,7,5 до 10,3-7-5 до 10,357,0
3,7,10 до 15,3-7-10 до 15,434,0
3,7,15 до 20,3-7-15 до 20,514,0
3,7,20 до 30,3-7-20 до 30,606,0
3,7,30 до 50,3-7-30 до 50,928,0
3,7,50 до 80,3-7-50 до 80,1680,0
3,7,80 до 100,3-7-80 до 100,2069,0
3,7,100 до 120,3-7-100 до 120,2354,0
3,7,от 120,3-7-от 120,2354,15
4,7,0 до 1,4-7-0 до 1,206,0
4,7,1 до 3,4-7-1 до 3,254,0
4,7,3 до 5,4-7-3 до 5,278,0
4,7,5 до 10,4-7-5 до 10,389,0
4,7,10 до 15,4-7-10 до 15,476,0
4,7,15 до 20,4-7-15 до 20,562,0
4,7,20 до 30,4-7-20 до 30,668,0
4,7,30 до 50,4-7-30 до 50,927,0
4,7,50 до 80,4-7-50 до 80,1677,0
4,7,80 до 100,4-7-80 до 100,2066,0
4,7,100 до 120,4-7-100 до 120,2351,0
4,7,от 120,4-7-от 120,2351,15
5,7,0 до 1,5-7-0 до 1,180,0
5,7,1 до 3,5-7-1 до 3,216,0
5,7,3 до 5,5-7-3 до 5,253,0
5,7,5 до 10,5-7-5 до 10,356,0
5,7,10 до 15,5-7-10 до 15,434,0
5,7,15 до 20,5-7-15 до 20,513,0
5,7,20 до 30,5-7-20 до 30,604,0
5,7,30 до 50,5-7-30 до 50,927,0
5,7,50 до 80,5-7-50 до 80,1677,0
5,7,80 до 100,5-7-80 до 100,2066,0
5,7,100 до 120,5-7-100 до 120,2351,0
5,7,от 120,5-7-от 120,2351,15
6,7,0 до 1,6-7-0 до 1,150,0
6,7,1 до 3,6-7-1 до 3,187,0
6,7,3 до 5,6-7-3 до 5,229,0
6,7,5 до 10,6-7-5 до 10,266,0
